Packet Number,Source IP,Destination IP,IHL(byte),DSCP,ECN,Protocol
1391,172.16.11.1,172.16.10.1,20,0,0,6
1392,172.16.10.1,172.16.11.1,20,0,0,6
1393,172.16.11.1,172.16.10.1,20,0,0,6
1394,172.16.11.1,172.16.10.1,20,0,0,6
1395,172.16.10.1,172.16.11.1,20,0,0,6
1396,172.16.11.1,172.16.10.1,20,0,0,6
1397,172.16.11.1,172.16.10.1,20,0,0,6
1398,172.16.10.1,172.16.11.1,20,0,0,6
1399,172.16.11.1,172.16.10.1,20,0,0,6
1400,172.16.10.1,172.16.11.1,20,0,0,6
1401,172.16.11.1,172.16.10.1,20,0,0,6
1402,172.16.11.1,172.16.10.1,20,0,0,6
1403,172.16.10.1,172.16.11.1,20,0,0,6
1404,172.16.11.1,172.16.10.1,20,0,0,6
1405,172.16.11.1,172.16.10.1,20,0,0,6
1406,172.16.10.1,172.16.11.1,20,0,0,6
1407,172.16.11.1,172.16.10.1,20,0,0,6
1408,172.16.11.1,172.16.10.1,20,0,0,6
1409,172.16.10.1,172.16.11.1,20,0,0,6
1410,172.16.11.1,172.16.10.1,20,0,0,6
1411,172.16.11.1,172.16.10.1,20,0,0,6
1412,172.16.10.1,172.16.11.1,20,0,0,6
1413,172.16.11.1,172.16.10.1,20,0,0,6
1414,172.16.11.1,172.16.10.1,20,0,0,6
1415,172.16.10.1,172.16.11.1,20,0,0,6
1416,172.16.11.1,172.16.10.1,20,0,0,6
1417,172.16.11.1,172.16.10.1,20,0,0,6
1418,172.16.10.1,172.16.11.1,20,0,0,6
1419,172.16.11.1,172.16.10.1,20,0,0,6
1420,172.16.11.1,172.16.10.1,20,0,0,6
1421,172.16.11.1,172.16.10.1,20,0,0,6
1422,172.16.10.1,172.16.11.1,20,0,0,6
1423,172.16.11.1,172.16.10.1,20,0,0,6
1424,172.16.11.1,172.16.10.1,20,0,0,6
1425,172.16.10.1,172.16.11.1,20,0,0,6
1426,172.16.11.1,172.16.10.1,20,0,0,6
1427,172.16.11.1,172.16.10.1,20,0,0,6
1428,172.16.10.1,172.16.11.1,20,0,0,6
1429,172.16.11.1,172.16.10.1,20,0,0,6
1430,172.16.11.1,172.16.10.1,20,0,0,6
1431,172.16.10.1,172.16.11.1,20,0,0,6
1432,172.16.11.1,172.16.10.1,20,0,0,6
1433,172.16.11.1,172.16.10.1,20,0,0,6
1434,172.16.10.1,172.16.11.1,20,0,0,6
1435,172.16.11.1,172.16.10.1,20,0,0,6
1436,172.16.11.1,172.16.10.1,20,0,0,6
1437,172.16.10.1,172.16.11.1,20,0,0,6
1438,172.16.11.1,172.16.10.1,20,0,0,6
1439,172.16.11.1,172.16.10.1,20,0,0,6
1440,172.16.10.1,172.16.11.1,20,0,0,6
1441,172.16.11.1,172.16.10.1,20,0,0,6
1442,172.16.11.1,172.16.10.1,20,0,0,6
1443,172.16.10.1,172.16.11.1,20,0,0,6
1444,172.16.11.1,172.16.10.1,20,0,0,6
1445,172.16.10.1,172.16.11.1,20,0,0,6
1446,172.16.11.1,172.16.10.1,20,0,0,6
1447,172.16.11.1,172.16.10.1,20,0,0,6
1448,172.16.10.1,172.16.11.1,20,0,0,6
1449,172.16.11.1,172.16.10.1,20,0,0,6
1450,172.16.11.1,172.16.10.1,20,0,0,6
1451,172.16.10.1,172.16.11.1,20,0,0,6
1452,172.16.11.1,172.16.10.1,20,0,0,6
1453,172.16.11.1,172.16.10.1,20,0,0,6
1454,172.16.10.1,172.16.11.1,20,0,0,6
1455,172.16.11.1,172.16.10.1,20,0,0,6
1456,172.16.11.1,172.16.10.1,20,0,0,6
1457,172.16.10.1,172.16.11.1,20,0,0,6
1458,172.16.11.1,172.16.10.1,20,0,0,6
1459,172.16.11.1,172.16.10.1,20,0,0,6
1460,172.16.10.1,172.16.11.1,20,0,0,6
1461,172.16.11.1,172.16.10.1,20,0,0,6
1462,172.16.11.1,172.16.10.1,20,0,0,6
1463,172.16.10.1,172.16.11.1,20,0,0,6
1464,172.16.11.1,172.16.10.1,20,0,0,6
1465,172.16.11.1,172.16.10.1,20,0,0,6
1466,172.16.11.1,172.16.10.1,20,0,0,6
1467,172.16.10.1,172.16.11.1,20,0,0,6
1468,172.16.11.1,172.16.10.1,20,0,0,6
1469,172.16.11.1,172.16.10.1,20,0,0,6
1470,172.16.10.1,172.16.11.1,20,0,0,6
1471,172.16.11.1,172.16.10.1,20,0,0,6
1472,172.16.11.1,172.16.10.1,20,0,0,6
1473,172.16.10.1,172.16.11.1,20,0,0,6
1474,172.16.11.1,172.16.10.1,20,0,0,6
1475,172.16.11.1,172.16.10.1,20,0,0,6
1476,172.16.10.1,172.16.11.1,20,0,0,6
1477,172.16.11.1,172.16.10.1,20,0,0,6
1478,172.16.11.1,172.16.10.1,20,0,0,6
1479,172.16.10.1,172.16.11.1,20,0,0,6
1480,172.16.11.1,172.16.10.1,20,0,0,6
1481,172.16.11.1,172.16.10.1,20,0,0,6
1482,172.16.10.1,172.16.11.1,20,0,0,6
1483,172.16.11.1,172.16.10.1,20,0,0,6
1484,172.16.11.1,172.16.10.1,20,0,0,6
1485,172.16.10.1,172.16.11.1,20,0,0,6
1486,172.16.11.1,172.16.10.1,20,0,0,6
1487,172.16.11.1,172.16.10.1,20,0,0,6
1488,172.16.11.1,172.16.10.1,20,0,0,6
1489,172.16.10.1,172.16.11.1,20,0,0,6
1490,172.16.11.1,172.16.10.1,20,0,0,6
1491,172.16.11.1,172.16.10.1,20,0,0,6
1492,172.16.10.1,172.16.11.1,20,0,0,6
1493,172.16.11.1,172.16.10.1,20,0,0,6
1494,172.16.11.1,172.16.10.1,20,0,0,6
1495,172.16.10.1,172.16.11.1,20,0,0,6
1496,172.16.11.1,172.16.10.1,20,0,0,6
1497,172.16.11.1,172.16.10.1,20,0,0,6
1498,172.16.10.1,172.16.11.1,20,0,0,6
1499,172.16.11.1,172.16.10.1,20,0,0,6
1500,172.16.11.1,172.16.10.1,20,0,0,6
1501,172.16.10.1,172.16.11.1,20,0,0,6
1502,172.16.11.1,172.16.10.1,20,0,0,6
1503,172.16.11.1,172.16.10.1,20,0,0,6
1504,172.16.10.1,172.16.11.1,20,0,0,6
1505,172.16.11.1,172.16.10.1,20,0,0,6
1506,172.16.11.1,172.16.10.1,20,0,0,6
1507,172.16.10.1,172.16.11.1,20,0,0,6
1508,172.16.11.1,172.16.10.1,20,0,0,6
1509,172.16.11.1,172.16.10.1,20,0,0,6
1510,172.16.10.1,172.16.11.1,20,0,0,6
1511,172.16.11.1,172.16.10.1,20,0,0,6
1512,172.16.10.1,172.16.11.1,20,0,0,6
1513,172.16.11.1,172.16.10.1,20,0,0,6
1514,172.16.11.1,172.16.10.1,20,0,0,6
1515,172.16.10.1,172.16.11.1,20,0,0,6
1516,172.16.11.1,172.16.10.1,20,0,0,6
1517,172.16.11.1,172.16.10.1,20,0,0,6
1518,172.16.10.1,172.16.11.1,20,0,0,6
1519,172.16.11.1,172.16.10.1,20,0,0,6
1520,172.16.11.1,172.16.10.1,20,0,0,6
1521,172.16.10.1,172.16.11.1,20,0,0,6
1522,172.16.11.1,172.16.10.1,20,0,0,6
1523,172.16.11.1,172.16.10.1,20,0,0,6
1524,172.16.10.1,172.16.11.1,20,0,0,6
1525,172.16.11.1,172.16.10.1,20,0,0,6
1526,172.16.11.1,172.16.10.1,20,0,0,6
1527,172.16.10.1,172.16.11.1,20,0,0,6
1528,172.16.11.1,172.16.10.1,20,0,0,6
1529,172.16.11.1,172.16.10.1,20,0,0,6
1530,172.16.10.1,172.16.11.1,20,0,0,6
1531,172.16.11.1,172.16.10.1,20,0,0,6
1532,172.16.11.1,172.16.10.1,20,0,0,6
1533,172.16.11.1,172.16.10.1,20,0,0,6
1534,172.16.10.1,172.16.11.1,20,0,0,6
1535,172.16.11.1,172.16.10.1,20,0,0,6
1536,172.16.11.1,172.16.10.1,20,0,0,6
1537,172.16.10.1,172.16.11.1,20,0,0,6
1538,172.16.11.1,172.16.10.1,20,0,0,6
1539,172.16.11.1,172.16.10.1,20,0,0,6
1540,172.16.10.1,172.16.11.1,20,0,0,6
1541,172.16.11.1,172.16.10.1,20,0,0,6
1542,172.16.11.1,172.16.10.1,20,0,0,6
1543,172.16.10.1,172.16.11.1,20,0,0,6
1544,172.16.11.1,172.16.10.1,20,0,0,6
1545,172.16.11.1,172.16.10.1,20,0,0,6
1546,172.16.10.1,172.16.11.1,20,0,0,6
1547,172.16.11.1,172.16.10.1,20,0,0,6
1548,172.16.11.1,172.16.10.1,20,0,0,6
1549,172.16.11.1,172.16.10.1,20,0,0,6
1550,172.16.11.1,172.16.10.1,20,0,0,6
1551,172.16.10.1,172.16.11.1,20,0,0,6
1552,172.16.11.1,172.16.10.1,20,0,0,6
1553,172.16.11.1,172.16.10.1,20,0,0,6
1554,172.16.10.1,172.16.11.1,20,0,0,6
1555,172.16.11.1,172.16.10.1,20,0,0,6
1556,172.16.10.1,172.16.11.1,20,0,0,6
1557,172.16.11.1,172.16.10.1,20,0,0,6
1558,172.16.10.1,172.16.11.1,20,0,0,6
1559,172.16.11.1,172.16.10.1,20,0,0,6
1560,172.16.11.1,172.16.10.1,20,0,0,6
1561,172.16.10.1,172.16.11.1,20,0,0,6
1562,172.16.11.1,172.16.10.1,20,0,0,6
1563,172.16.11.1,172.16.10.1,20,0,0,6
1564,172.16.10.1,172.16.11.1,20,0,0,6
1565,172.16.11.1,172.16.10.1,20,0,0,6
1566,172.16.11.1,172.16.10.1,20,0,0,6
1567,172.16.11.1,172.16.10.1,20,0,0,6
1568,172.16.10.1,172.16.11.1,20,0,0,6
1569,172.16.11.1,172.16.10.1,20,0,0,6
1570,172.16.11.1,172.16.10.1,20,0,0,6
1571,172.16.10.1,172.16.11.1,20,0,0,6
1572,172.16.11.1,172.16.10.1,20,0,0,6
1573,172.16.11.1,172.16.10.1,20,0,0,6
1574,172.16.10.1,172.16.11.1,20,0,0,6
1575,172.16.11.1,172.16.10.1,20,0,0,6
1576,172.16.11.1,172.16.10.1,20,0,0,6
1577,172.16.10.1,172.16.11.1,20,0,0,6
1578,172.16.11.1,172.16.10.1,20,0,0,6
1579,172.16.11.1,172.16.10.1,20,0,0,6
1580,172.16.10.1,172.16.11.1,20,0,0,6
1581,172.16.11.1,172.16.10.1,20,0,0,6
1582,172.16.11.1,172.16.10.1,20,0,0,6
1583,172.16.10.1,172.16.11.1,20,0,0,6
1584,172.16.11.1,172.16.10.1,20,0,0,6
1585,172.16.11.1,172.16.10.1,20,0,0,6
1586,172.16.10.1,172.16.11.1,20,0,0,6
1587,172.16.11.1,172.16.10.1,20,0,0,6
1588,172.16.11.1,172.16.10.1,20,0,0,6
1589,172.16.10.1,172.16.11.1,20,0,0,6
1590,172.16.11.1,172.16.10.1,20,0,0,6
1591,172.16.11.1,172.16.10.1,20,0,0,6
1592,172.16.10.1,172.16.11.1,20,0,0,6
1593,172.16.11.1,172.16.10.1,20,0,0,6
1594,172.16.11.1,172.16.10.1,20,0,0,6
1595,172.16.10.1,172.16.11.1,20,0,0,6
1596,172.16.10.1,172.16.11.1,20,0,0,6
1597,172.16.11.1,172.16.10.1,20,0,0,6
1598,172.16.11.1,172.16.10.1,20,0,0,6
1599,172.16.10.1,172.16.11.1,20,0,0,6
1600,172.16.11.1,172.16.10.1,20,0,0,6
1601,172.16.11.1,172.16.10.1,20,0,0,6
1602,172.16.10.1,172.16.11.1,20,0,0,6
1603,172.16.11.1,172.16.10.1,20,0,0,6
1604,172.16.10.1,172.16.11.1,20,0,0,6
1605,172.16.11.1,172.16.10.1,20,0,0,6
1606,172.16.11.1,172.16.10.1,20,0,0,6
1607,172.16.10.1,172.16.11.1,20,0,0,6
1608,172.16.11.1,172.16.10.1,20,0,0,6
1609,172.16.11.1,172.16.10.1,20,0,0,6
1610,172.16.10.1,172.16.11.1,20,0,0,6
1611,172.16.11.1,172.16.10.1,20,0,0,6
1612,172.16.11.1,172.16.10.1,20,0,0,6
1613,172.16.10.1,172.16.11.1,20,0,0,6
1614,172.16.11.1,172.16.10.1,20,0,0,6
1615,172.16.11.1,172.16.10.1,20,0,0,6
1616,172.16.11.1,172.16.10.1,20,0,0,6
1617,172.16.11.1,172.16.10.1,20,0,0,6
1618,172.16.10.1,172.16.11.1,20,0,0,6
1619,172.16.11.1,172.16.10.1,20,0,0,6
1620,172.16.11.1,172.16.10.1,20,0,0,6
1621,172.16.10.1,172.16.11.1,20,0,0,6
1622,172.16.11.1,172.16.10.1,20,0,0,6
1623,172.16.11.1,172.16.10.1,20,0,0,6
1624,172.16.10.1,172.16.11.1,20,0,0,6
1625,172.16.11.1,172.16.10.1,20,0,0,6
1626,172.16.10.1,172.16.11.1,20,0,0,6
1627,172.16.11.1,172.16.10.1,20,0,0,6
1628,172.16.11.1,172.16.10.1,20,0,0,6
1629,172.16.10.1,172.16.11.1,20,0,0,6
1630,172.16.11.1,172.16.10.1,20,0,0,6
1631,172.16.11.1,172.16.10.1,20,0,0,6
1632,172.16.10.1,172.16.11.1,20,0,0,6
1633,172.16.11.1,172.16.10.1,20,0,0,6
1634,172.16.11.1,172.16.10.1,20,0,0,6
1635,172.16.10.1,172.16.11.1,20,0,0,6
1636,172.16.11.1,172.16.10.1,20,0,0,6
1637,172.16.11.1,172.16.10.1,20,0,0,6
1638,172.16.10.1,172.16.11.1,20,0,0,6
1639,172.16.11.1,172.16.10.1,20,0,0,6
1640,172.16.11.1,172.16.10.1,20,0,0,6
1641,172.16.10.1,172.16.11.1,20,0,0,6
1642,172.16.11.1,172.16.10.1,20,0,0,6
1643,172.16.11.1,172.16.10.1,20,0,0,6
1644,172.16.10.1,172.16.11.1,20,0,0,6
1645,172.16.11.1,172.16.10.1,20,0,0,6
1646,172.16.11.1,172.16.10.1,20,0,0,6
1647,172.16.11.1,172.16.10.1,20,0,0,6
1648,172.16.10.1,172.16.11.1,20,0,0,6
1649,172.16.11.1,172.16.10.1,20,0,0,6
1650,172.16.11.1,172.16.10.1,20,0,0,6
1651,172.16.10.1,172.16.11.1,20,0,0,6
1652,172.16.11.1,172.16.10.1,20,0,0,6
1653,172.16.11.1,172.16.10.1,20,0,0,6
1654,172.16.10.1,172.16.11.1,20,0,0,6
1655,172.16.11.1,172.16.10.1,20,0,0,6
1656,172.16.11.1,172.16.10.1,20,0,0,6
1657,172.16.10.1,172.16.11.1,20,0,0,6
1658,172.16.11.1,172.16.10.1,20,0,0,6
1659,172.16.11.1,172.16.10.1,20,0,0,6
1660,172.16.10.1,172.16.11.1,20,0,0,6
1661,172.16.11.1,172.16.10.1,20,0,0,6
1662,172.16.11.1,172.16.10.1,20,0,0,6
1663,172.16.10.1,172.16.11.1,20,0,0,6
1664,172.16.11.1,172.16.10.1,20,0,0,6
1665,172.16.11.1,172.16.10.1,20,0,0,6
1666,172.16.10.1,172.16.11.1,20,0,0,6
1667,172.16.11.1,172.16.10.1,20,0,0,6
1668,172.16.11.1,172.16.10.1,20,0,0,6
1669,172.16.10.1,172.16.11.1,20,0,0,6
1670,172.16.11.1,172.16.10.1,20,0,0,6
1671,172.16.11.1,172.16.10.1,20,0,0,6
1672,172.16.11.1,172.16.10.1,20,0,0,6
1673,172.16.10.1,172.16.11.1,20,0,0,6
1674,172.16.11.1,172.16.10.1,20,0,0,6
1675,172.16.11.1,172.16.10.1,20,0,0,6
1676,172.16.10.1,172.16.11.1,20,0,0,6
1677,172.16.11.1,172.16.10.1,20,0,0,6
1678,172.16.11.1,172.16.10.1,20,0,0,6
1679,172.16.10.1,172.16.11.1,20,0,0,6
1680,172.16.11.1,172.16.10.1,20,0,0,6
1681,172.16.11.1,172.16.10.1,20,0,0,6
1682,172.16.10.1,172.16.11.1,20,0,0,6
1683,172.16.11.1,172.16.10.1,20,0,0,6
1684,172.16.11.1,172.16.10.1,20,0,0,6
1687,172.16.10.1,172.16.11.1,20,0,0,6
1688,172.16.11.1,172.16.10.1,20,0,0,6
1689,172.16.11.1,172.16.10.1,20,0,0,6
1690,172.16.10.1,172.16.11.1,20,0,0,6
1691,172.16.11.1,172.16.10.1,20,0,0,6
1692,172.16.11.1,172.16.10.1,20,0,0,6
1693,172.16.10.1,172.16.11.1,20,0,0,6
1694,172.16.11.1,172.16.10.1,20,0,0,6
1695,172.16.11.1,172.16.10.1,20,0,0,6
1696,172.16.10.1,172.16.11.1,20,0,0,6
1697,172.16.11.1,172.16.10.1,20,0,0,6
1698,172.16.11.1,172.16.10.1,20,0,0,6
1699,172.16.10.1,172.16.11.1,20,0,0,6
1700,172.16.11.1,172.16.10.1,20,0,0,6
1701,172.16.11.1,172.16.10.1,20,0,0,6
1702,172.16.10.1,172.16.11.1,20,0,0,6
1703,172.16.11.1,172.16.10.1,20,0,0,6
1704,172.16.11.1,172.16.10.1,20,0,0,6
1705,172.16.10.1,172.16.11.1,20,0,0,6
1706,172.16.11.1,172.16.10.1,20,0,0,6
1707,172.16.11.1,172.16.10.1,20,0,0,6
1708,172.16.10.1,172.16.11.1,20,0,0,6
1709,172.16.11.1,172.16.10.1,20,0,0,6
1710,172.16.11.1,172.16.10.1,20,0,0,6
1711,172.16.10.1,172.16.11.1,20,0,0,6
1712,172.16.11.1,172.16.10.1,20,0,0,6
1713,172.16.11.1,172.16.10.1,20,0,0,6
1714,172.16.10.1,172.16.11.1,20,0,0,6
1715,172.16.11.1,172.16.10.1,20,0,0,6
1716,172.16.11.1,172.16.10.1,20,0,0,6
1717,172.16.10.1,172.16.11.1,20,0,0,6
1718,172.16.11.1,172.16.10.1,20,0,0,6
1719,172.16.10.1,172.16.11.1,20,0,0,6
1720,172.16.11.1,172.16.10.1,20,0,0,6
1721,172.16.11.1,172.16.10.1,20,0,0,6
1722,172.16.10.1,172.16.11.1,20,0,0,6
1723,172.16.11.1,172.16.10.1,20,0,0,6
1724,172.16.11.1,172.16.10.1,20,0,0,6
1725,172.16.10.1,172.16.11.1,20,0,0,6
1726,172.16.11.1,172.16.10.1,20,0,0,6
1727,172.16.11.1,172.16.10.1,20,0,0,6
1728,172.16.10.1,172.16.11.1,20,0,0,6
1729,172.16.11.1,172.16.10.1,20,0,0,6
1730,172.16.11.1,172.16.10.1,20,0,0,6
1731,172.16.10.1,172.16.11.1,20,0,0,6
1732,172.16.11.1,172.16.10.1,20,0,0,6
1733,172.16.11.1,172.16.10.1,20,0,0,6
1734,172.16.10.1,172.16.11.1,20,0,0,6
1735,172.16.11.1,172.16.10.1,20,0,0,6
1736,172.16.11.1,172.16.10.1,20,0,0,6
1737,172.16.10.1,172.16.11.1,20,0,0,6
1738,172.16.11.1,172.16.10.1,20,0,0,6
1739,172.16.11.1,172.16.10.1,20,0,0,6
1740,172.16.10.1,172.16.11.1,20,0,0,6
1741,172.16.11.1,172.16.10.1,20,0,0,6
1742,172.16.10.1,172.16.11.1,20,0,0,6
1743,172.16.11.1,172.16.10.1,20,0,0,6
1744,172.16.11.1,172.16.10.1,20,0,0,6
1745,172.16.10.1,172.16.11.1,20,0,0,6
1746,172.16.11.1,172.16.10.1,20,0,0,6
1747,172.16.11.1,172.16.10.1,20,0,0,6
1748,172.16.10.1,172.16.11.1,20,0,0,6
1749,172.16.11.1,172.16.10.1,20,0,0,6
1750,172.16.11.1,172.16.10.1,20,0,0,6
1751,172.16.10.1,172.16.11.1,20,0,0,6
1752,172.16.11.1,172.16.10.1,20,0,0,6
1753,172.16.11.1,172.16.10.1,20,0,0,6
1754,172.16.10.1,172.16.11.1,20,0,0,6
1755,172.16.11.1,172.16.10.1,20,0,0,6
1756,172.16.11.1,172.16.10.1,20,0,0,6
1757,172.16.10.1,172.16.11.1,20,0,0,6
1758,172.16.11.1,172.16.10.1,20,0,0,6
1759,172.16.11.1,172.16.10.1,20,0,0,6
1760,172.16.10.1,172.16.11.1,20,0,0,6
1761,172.16.11.1,172.16.10.1,20,0,0,6
1762,172.16.11.1,172.16.10.1,20,0,0,6
1763,172.16.11.1,172.16.10.1,20,0,0,6
1764,172.16.10.1,172.16.11.1,20,0,0,6
1765,172.16.11.1,172.16.10.1,20,0,0,6
1766,172.16.11.1,172.16.10.1,20,0,0,6
1767,172.16.10.1,172.16.11.1,20,0,0,6
1768,172.16.11.1,172.16.10.1,20,0,0,6
1769,172.16.11.1,172.16.10.1,20,0,0,6
1770,172.16.10.1,172.16.11.1,20,0,0,6
1771,172.16.11.1,172.16.10.1,20,0,0,6
1772,172.16.11.1,172.16.10.1,20,0,0,6
1773,172.16.10.1,172.16.11.1,20,0,0,6
1774,172.16.11.1,172.16.10.1,20,0,0,6
1775,172.16.11.1,172.16.10.1,20,0,0,6
1776,172.16.10.1,172.16.11.1,20,0,0,6
1777,172.16.11.1,172.16.10.1,20,0,0,6
1778,172.16.11.1,172.16.10.1,20,0,0,6
1779,172.16.10.1,172.16.11.1,20,0,0,6
1780,172.16.11.1,172.16.10.1,20,0,0,6
1781,172.16.11.1,172.16.10.1,20,0,0,6
1782,172.16.10.1,172.16.11.1,20,0,0,6
1783,172.16.11.1,172.16.10.1,20,0,0,6
1784,172.16.11.1,172.16.10.1,20,0,0,6
1785,172.16.10.1,172.16.11.1,20,0,0,6
1786,172.16.11.1,172.16.10.1,20,0,0,6
1787,172.16.10.1,172.16.11.1,20,0,0,6
1788,172.16.11.1,172.16.10.1,20,0,0,6
1789,172.16.11.1,172.16.10.1,20,0,0,6
1790,172.16.10.1,172.16.11.1,20,0,0,6
1791,172.16.11.1,172.16.10.1,20,0,0,6
1792,172.16.11.1,172.16.10.1,20,0,0,6
1793,172.16.10.1,172.16.11.1,20,0,0,6
1794,172.16.11.1,172.16.10.1,20,0,0,6
1795,172.16.11.1,172.16.10.1,20,0,0,6
1796,172.16.10.1,172.16.11.1,20,0,0,6
1797,172.16.11.1,172.16.10.1,20,0,0,6
1798,172.16.11.1,172.16.10.1,20,0,0,6
1799,172.16.10.1,172.16.11.1,20,0,0,6
1800,172.16.11.1,172.16.10.1,20,0,0,6
1801,172.16.11.1,172.16.10.1,20,0,0,6
1802,172.16.10.1,172.16.11.1,20,0,0,6
1803,172.16.11.1,172.16.10.1,20,0,0,6
1804,172.16.11.1,172.16.10.1,20,0,0,6
1805,172.16.10.1,172.16.11.1,20,0,0,6
1806,172.16.11.1,172.16.10.1,20,0,0,6
1807,172.16.11.1,172.16.10.1,20,0,0,6
1808,172.16.11.1,172.16.10.1,20,0,0,6
1809,172.16.10.1,172.16.11.1,20,0,0,6
1810,172.16.11.1,172.16.10.1,20,0,0,6
1811,172.16.11.1,172.16.10.1,20,0,0,6
1812,172.16.10.1,172.16.11.1,20,0,0,6
1813,172.16.11.1,172.16.10.1,20,0,0,6
1814,172.16.11.1,172.16.10.1,20,0,0,6
1815,172.16.10.1,172.16.11.1,20,0,0,6
1816,172.16.11.1,172.16.10.1,20,0,0,6
1817,172.16.11.1,172.16.10.1,20,0,0,6
1818,172.16.10.1,172.16.11.1,20,0,0,6
1819,172.16.11.1,172.16.10.1,20,0,0,6
1820,172.16.11.1,172.16.10.1,20,0,0,6
1821,172.16.10.1,172.16.11.1,20,0,0,6
1822,172.16.11.1,172.16.10.1,20,0,0,6
1823,172.16.11.1,172.16.10.1,20,0,0,6
1824,172.16.10.1,172.16.11.1,20,0,0,6
1825,172.16.11.1,172.16.10.1,20,0,0,6
1826,172.16.11.1,172.16.10.1,20,0,0,6
1827,172.16.10.1,172.16.11.1,20,0,0,6
1828,172.16.11.1,172.16.10.1,20,0,0,6
1829,172.16.11.1,172.16.10.1,20,0,0,6
1830,172.16.10.1,172.16.11.1,20,0,0,6
1831,172.16.11.1,172.16.10.1,20,0,0,6
1832,172.16.11.1,172.16.10.1,20,0,0,6
1833,172.16.10.1,172.16.11.1,20,0,0,6
1834,172.16.10.1,172.16.11.1,20,0,0,6
1835,172.16.10.1,172.16.11.1,20,0,0,6
1836,172.16.10.1,172.16.11.1,20,0,0,6
1837,172.16.10.1,172.16.11.1,20,0,0,6
1838,172.16.10.1,172.16.11.1,20,0,0,6
1839,172.16.10.1,172.16.11.1,20,0,0,6
1840,172.16.10.1,172.16.11.1,20,0,0,6
1841,172.16.10.1,172.16.11.1,20,0,0,6
1842,172.16.10.1,172.16.11.1,20,0,0,6
1843,172.16.10.1,172.16.11.1,20,0,0,6
1844,172.16.10.1,172.16.11.1,20,0,0,6
1845,172.16.10.1,172.16.11.1,20,0,0,6
1846,172.16.10.1,172.16.11.1,20,0,0,6
1847,172.16.10.1,172.16.11.1,20,0,0,6
1848,172.16.11.1,172.16.10.1,20,0,0,6
