Packet Number,Reserved,CWR,ECE
949,0,False,False
950,0,False,False
951,0,False,False
952,0,False,False
953,0,False,False
954,0,False,False
955,0,False,False
956,0,False,False
957,0,False,False
958,0,False,False
959,0,False,False
960,0,False,False
961,0,False,False
962,0,False,False
963,0,False,False
964,0,False,False
965,0,False,False
966,0,False,False
967,0,False,False
968,0,False,False
969,0,False,False
970,0,False,False
971,0,False,False
972,0,False,False
973,0,False,False
974,0,False,False
975,0,False,False
976,0,False,False
977,0,False,False
978,0,False,False
979,0,False,False
980,0,False,False
981,0,False,False
982,0,False,False
983,0,False,False
984,0,False,False
985,0,False,False
986,0,False,False
987,0,False,False
988,0,False,False
989,0,False,False
990,0,False,False
991,0,False,False
992,0,False,False
993,0,False,False
994,0,False,False
995,0,False,False
996,0,False,False
997,0,False,False
998,0,False,False
999,0,False,False
1000,0,False,False
1001,0,False,False
1002,0,False,False
1003,0,False,False
1004,0,False,False
1005,0,False,False
1006,0,False,False
1007,0,False,False
1008,0,False,False
1009,0,False,False
1010,0,False,False
1011,0,False,False
1012,0,False,False
1013,0,False,False
1014,0,False,False
1015,0,False,False
1016,0,False,False
1017,0,False,False
1018,0,False,False
1019,0,False,False
1020,0,False,False
1021,0,False,False
1022,0,False,False
1023,0,False,False
1024,0,False,False
1025,0,False,False
1026,0,False,False
1027,0,False,False
1028,0,False,False
1029,0,False,False
1030,0,False,False
1031,0,False,False
1032,0,False,False
1033,0,False,False
1034,0,False,False
1035,0,False,False
1036,0,False,False
1037,0,False,False
1038,0,False,False
1039,0,False,False
1040,0,False,False
1041,0,False,False
1042,0,False,False
1043,0,False,False
1044,0,False,False
1045,0,False,False
1046,0,False,False
1047,0,False,False
1048,0,False,False
1049,0,False,False
1050,0,False,False
1051,0,False,False
1052,0,False,False
1053,0,False,False
1054,0,False,False
1055,0,False,False
1056,0,False,False
1057,0,False,False
1058,0,False,False
1059,0,False,False
1060,0,False,False
1061,0,False,False
1062,0,False,False
1063,0,False,False
1064,0,False,False
1065,0,False,False
1066,0,False,False
1067,0,False,False
1068,0,False,False
1069,0,False,False
1070,0,False,False
1071,0,False,False
1072,0,False,False
1073,0,False,False
1074,0,False,False
1075,0,False,False
1076,0,False,False
1077,0,False,False
1078,0,False,False
1079,0,False,False
1080,0,False,False
1081,0,False,False
1082,0,False,False
1083,0,False,False
1084,0,False,False
1085,0,False,False
1086,0,False,False
1087,0,False,False
1088,0,False,False
1089,0,False,False
1090,0,False,False
1091,0,False,False
1092,0,False,False
1093,0,False,False
1094,0,False,False
1095,0,False,False
1096,0,False,False
1097,0,False,False
1098,0,False,False
1099,0,False,False
1100,0,False,False
1101,0,False,False
1102,0,False,False
1103,0,False,False
1104,0,False,False
1105,0,False,False
1106,0,False,False
1107,0,False,False
1108,0,False,False
1109,0,False,False
1110,0,False,False
1111,0,False,False
1112,0,False,False
1113,0,False,False
1114,0,False,False
1115,0,False,False
1116,0,False,False
1117,0,False,False
1118,0,False,False
1119,0,False,False
1120,0,False,False
1121,0,False,False
1122,0,False,False
1123,0,False,False
1124,0,False,False
1125,0,False,False
1126,0,False,False
1127,0,False,False
1128,0,False,False
1129,0,False,False
1130,0,False,False
1131,0,False,False
1132,0,False,False
1133,0,False,False
1134,0,False,False
1135,0,False,False
1136,0,False,False
1137,0,False,False
1138,0,False,False
1139,0,False,False
1140,0,False,False
1141,0,False,False
1142,0,False,False
1143,0,False,False
1144,0,False,False
1145,0,False,False
1146,0,False,False
1147,0,False,False
1148,0,False,False
1149,0,False,False
1150,0,False,False
1151,0,False,False
1152,0,False,False
1153,0,False,False
1154,0,False,False
1155,0,False,False
1156,0,False,False
1157,0,False,False
1158,0,False,False
1159,0,False,False
1160,0,False,False
1161,0,False,False
1162,0,False,False
1163,0,False,False
1164,0,False,False
1165,0,False,False
1166,0,False,False
1167,0,False,False
1168,0,False,False
1169,0,False,False
1170,0,False,False
1171,0,False,False
1172,0,False,False
1173,0,False,False
1174,0,False,False
1175,0,False,False
1176,0,False,False
1177,0,False,False
1178,0,False,False
1179,0,False,False
1180,0,False,False
1181,0,False,False
1182,0,False,False
1183,0,False,False
1184,0,False,False
1185,0,False,False
1186,0,False,False
1187,0,False,False
1188,0,False,False
1189,0,False,False
1190,0,False,False
1191,0,False,False
1192,0,False,False
1193,0,False,False
1194,0,False,False
1195,0,False,False
1196,0,False,False
1197,0,False,False
1198,0,False,False
1199,0,False,False
1200,0,False,False
1201,0,False,False
1202,0,False,False
1203,0,False,False
1204,0,False,False
1205,0,False,False
1206,0,False,False
1207,0,False,False
1208,0,False,False
1209,0,False,False
1210,0,False,False
1211,0,False,False
1212,0,False,False
1213,0,False,False
1214,0,False,False
1215,0,False,False
1216,0,False,False
1217,0,False,False
1218,0,False,False
1219,0,False,False
1220,0,False,False
1221,0,False,False
1222,0,False,False
1223,0,False,False
1224,0,False,False
1225,0,False,False
1226,0,False,False
1227,0,False,False
1228,0,False,False
1229,0,False,False
1230,0,False,False
1231,0,False,False
1232,0,False,False
1233,0,False,False
1234,0,False,False
1235,0,False,False
1236,0,False,False
1237,0,False,False
1238,0,False,False
1239,0,False,False
1240,0,False,False
1241,0,False,False
1242,0,False,False
1243,0,False,False
1244,0,False,False
1245,0,False,False
1246,0,False,False
1247,0,False,False
1248,0,False,False
1249,0,False,False
1250,0,False,False
1251,0,False,False
1252,0,False,False
1253,0,False,False
1254,0,False,False
1255,0,False,False
1256,0,False,False
1257,0,False,False
1258,0,False,False
1259,0,False,False
1260,0,False,False
1261,0,False,False
1262,0,False,False
1263,0,False,False
1264,0,False,False
1265,0,False,False
1266,0,False,False
1267,0,False,False
1268,0,False,False
1269,0,False,False
1270,0,False,False
1271,0,False,False
1272,0,False,False
1273,0,False,False
1274,0,False,False
1275,0,False,False
1276,0,False,False
1277,0,False,False
1278,0,False,False
1279,0,False,False
1280,0,False,False
1281,0,False,False
1282,0,False,False
1283,0,False,False
1284,0,False,False
1285,0,False,False
1286,0,False,False
1287,0,False,False
1288,0,False,False
1289,0,False,False
1290,0,False,False
1291,0,False,False
1292,0,False,False
1293,0,False,False
1294,0,False,False
1295,0,False,False
1296,0,False,False
1297,0,False,False
1298,0,False,False
1299,0,False,False
1300,0,False,False
1301,0,False,False
1302,0,False,False
1303,0,False,False
1304,0,False,False
1305,0,False,False
1306,0,False,False
1307,0,False,False
1308,0,False,False
1309,0,False,False
1310,0,False,False
1311,0,False,False
1312,0,False,False
1313,0,False,False
1314,0,False,False
1315,0,False,False
1316,0,False,False
1317,0,False,False
1318,0,False,False
1319,0,False,False
1320,0,False,False
1321,0,False,False
1322,0,False,False
1323,0,False,False
1324,0,False,False
1325,0,False,False
1326,0,False,False
1327,0,False,False
1328,0,False,False
1329,0,False,False
1330,0,False,False
1331,0,False,False
1332,0,False,False
1333,0,False,False
1334,0,False,False
1335,0,False,False
1336,0,False,False
1337,0,False,False
1338,0,False,False
1339,0,False,False
1340,0,False,False
1341,0,False,False
1342,0,False,False
1343,0,False,False
1344,0,False,False
1345,0,False,False
1346,0,False,False
1347,0,False,False
1348,0,False,False
1349,0,False,False
1350,0,False,False
1351,0,False,False
1352,0,False,False
1353,0,False,False
1354,0,False,False
1355,0,False,False
1356,0,False,False
1357,0,False,False
1358,0,False,False
1359,0,False,False
1360,0,False,False
1361,0,False,False
1362,0,False,False
1363,0,False,False
1364,0,False,False
1365,0,False,False
1366,0,False,False
1367,0,False,False
1368,0,False,False
1369,0,False,False
1370,0,False,False
1371,0,False,False
1372,0,False,False
1373,0,False,False
1374,0,False,False
1375,0,False,False
1376,0,False,False
1377,0,False,False
1378,0,False,False
1379,0,False,False
1380,0,False,False
1381,0,False,False
1382,0,False,False
1383,0,False,False
1384,0,False,False
1385,0,False,False
1386,0,False,False
1387,0,False,False
1388,0,False,False
1389,0,False,False
1390,0,False,False
1391,0,False,False
1392,0,False,False
1393,0,False,False
1394,0,False,False
1395,0,False,False
1396,0,False,False
1397,0,False,False
1398,0,False,False
1399,0,False,False
1400,0,False,False
1401,0,False,False
1402,0,False,False
1403,0,False,False
1404,0,False,False
1405,0,False,False
1406,0,False,False
1407,0,False,False
1408,0,False,False
1409,0,False,False
1410,0,False,False
1411,0,False,False
1412,0,False,False
1413,0,False,False
1414,0,False,False
1415,0,False,False
1416,0,False,False
1417,0,False,False
1418,0,False,False
1419,0,False,False
1420,0,False,False
1421,0,False,False
1422,0,False,False
1423,0,False,False
1424,0,False,False
1425,0,False,False
1426,0,False,False
1427,0,False,False
1428,0,False,False
1429,0,False,False
1430,0,False,False
1431,0,False,False
1432,0,False,False
1433,0,False,False
1434,0,False,False
1435,0,False,False
1436,0,False,False
1437,0,False,False
1438,0,False,False
1439,0,False,False
1440,0,False,False
1441,0,False,False
1442,0,False,False
1443,0,False,False
1444,0,False,False
1445,0,False,False
1446,0,False,False
1447,0,False,False
1448,0,False,False
1449,0,False,False
1450,0,False,False
1451,0,False,False
1452,0,False,False
1453,0,False,False
1454,0,False,False
1455,0,False,False
1456,0,False,False
1457,0,False,False
1458,0,False,False
1459,0,False,False
1460,0,False,False
1461,0,False,False
1462,0,False,False
1463,0,False,False
1464,0,False,False
1465,0,False,False
1466,0,False,False
1467,0,False,False
1468,0,False,False
1469,0,False,False
1470,0,False,False
1471,0,False,False
1472,0,False,False
1473,0,False,False
1474,0,False,False
1475,0,False,False
1476,0,False,False
1477,0,False,False
1478,0,False,False
1479,0,False,False
1480,0,False,False
1481,0,False,False
1482,0,False,False
1483,0,False,False
1484,0,False,False
1485,0,False,False
1486,0,False,False
1487,0,False,False
1488,0,False,False
1489,0,False,False
1490,0,False,False
1491,0,False,False
1492,0,False,False
1493,0,False,False
1494,0,False,False
1495,0,False,False
1496,0,False,False
1497,0,False,False
1498,0,False,False
1499,0,False,False
1500,0,False,False
1501,0,False,False
1502,0,False,False
1503,0,False,False
1504,0,False,False
1505,0,False,False
1506,0,False,False
1507,0,False,False
1508,0,False,False
1509,0,False,False
1510,0,False,False
1511,0,False,False
1512,0,False,False
1513,0,False,False
1514,0,False,False
1515,0,False,False
1516,0,False,False
1517,0,False,False
1518,0,False,False
1519,0,False,False
1520,0,False,False
1521,0,False,False
1522,0,False,False
1523,0,False,False
1524,0,False,False
1525,0,False,False
1526,0,False,False
1527,0,False,False
1528,0,False,False
1529,0,False,False
1530,0,False,False
1531,0,False,False
1532,0,False,False
1533,0,False,False
1534,0,False,False
1535,0,False,False
1536,0,False,False
1537,0,False,False
1538,0,False,False
1539,0,False,False
1540,0,False,False
1541,0,False,False
1542,0,False,False
1543,0,False,False
1544,0,False,False
1545,0,False,False
1546,0,False,False
1547,0,False,False
1548,0,False,False
1549,0,False,False
1550,0,False,False
1551,0,False,False
1552,0,False,False
1553,0,False,False
1554,0,False,False
1555,0,False,False
1556,0,False,False
1557,0,False,False
1558,0,False,False
1559,0,False,False
1560,0,False,False
1561,0,False,False
1562,0,False,False
1563,0,False,False
1564,0,False,False
1565,0,False,False
1566,0,False,False
1567,0,False,False
1568,0,False,False
1569,0,False,False
1570,0,False,False
1571,0,False,False
1572,0,False,False
1573,0,False,False
1574,0,False,False
1575,0,False,False
1576,0,False,False
1577,0,False,False
1578,0,False,False
1579,0,False,False
1580,0,False,False
1581,0,False,False
1582,0,False,False
1583,0,False,False
1584,0,False,False
1585,0,False,False
1586,0,False,False
1587,0,False,False
1588,0,False,False
1589,0,False,False
1590,0,False,False
1591,0,False,False
1592,0,False,False
1593,0,False,False
1594,0,False,False
1595,0,False,False
1596,0,False,False
1597,0,False,False
1598,0,False,False
1599,0,False,False
1600,0,False,False
1601,0,False,False
1602,0,False,False
1603,0,False,False
1604,0,False,False
1605,0,False,False
1606,0,False,False
1607,0,False,False
1608,0,False,False
1609,0,False,False
1610,0,False,False
1611,0,False,False
1612,0,False,False
1613,0,False,False
1614,0,False,False
1615,0,False,False
1616,0,False,False
1617,0,False,False
1618,0,False,False
1619,0,False,False
1620,0,False,False
1621,0,False,False
1622,0,False,False
1623,0,False,False
1624,0,False,False
1625,0,False,False
1626,0,False,False
1627,0,False,False
1628,0,False,False
1629,0,False,False
1630,0,False,False
1631,0,False,False
1632,0,False,False
1633,0,False,False
1634,0,False,False
1635,0,False,False
1636,0,False,False
1637,0,False,False
1638,0,False,False
1639,0,False,False
1640,0,False,False
1641,0,False,False
1642,0,False,False
1643,0,False,False
1644,0,False,False
1645,0,False,False
1646,0,False,False
1647,0,False,False
1648,0,False,False
1649,0,False,False
1650,0,False,False
1651,0,False,False
1652,0,False,False
1653,0,False,False
1654,0,False,False
1655,0,False,False
1656,0,False,False
1657,0,False,False
1658,0,False,False
1659,0,False,False
1660,0,False,False
1661,0,False,False
1662,0,False,False
1663,0,False,False
1664,0,False,False
1665,0,False,False
1666,0,False,False
1667,0,False,False
1668,0,False,False
1669,0,False,False
1670,0,False,False
1671,0,False,False
1672,0,False,False
1673,0,False,False
1674,0,False,False
1675,0,False,False
1676,0,False,False
1677,0,False,False
1678,0,False,False
1679,0,False,False
1680,0,False,False
1681,0,False,False
1682,0,False,False
1683,0,False,False
1684,0,False,False
1687,0,False,False
1688,0,False,False
1689,0,False,False
1690,0,False,False
1691,0,False,False
1692,0,False,False
1693,0,False,False
1694,0,False,False
1695,0,False,False
1696,0,False,False
1697,0,False,False
1698,0,False,False
1699,0,False,False
1700,0,False,False
1701,0,False,False
1702,0,False,False
1703,0,False,False
1704,0,False,False
1705,0,False,False
1706,0,False,False
1707,0,False,False
1708,0,False,False
1709,0,False,False
1710,0,False,False
1711,0,False,False
1712,0,False,False
1713,0,False,False
1714,0,False,False
1715,0,False,False
1716,0,False,False
1717,0,False,False
1718,0,False,False
1719,0,False,False
1720,0,False,False
1721,0,False,False
1722,0,False,False
1723,0,False,False
1724,0,False,False
1725,0,False,False
1726,0,False,False
1727,0,False,False
1728,0,False,False
1729,0,False,False
1730,0,False,False
1731,0,False,False
1732,0,False,False
1733,0,False,False
1734,0,False,False
1735,0,False,False
1736,0,False,False
1737,0,False,False
1738,0,False,False
1739,0,False,False
1740,0,False,False
1741,0,False,False
1742,0,False,False
1743,0,False,False
1744,0,False,False
1745,0,False,False
1746,0,False,False
1747,0,False,False
1748,0,False,False
1749,0,False,False
1750,0,False,False
1751,0,False,False
1752,0,False,False
1753,0,False,False
1754,0,False,False
1755,0,False,False
1756,0,False,False
1757,0,False,False
1758,0,False,False
1759,0,False,False
1760,0,False,False
1761,0,False,False
1762,0,False,False
1763,0,False,False
1764,0,False,False
1765,0,False,False
1766,0,False,False
1767,0,False,False
1768,0,False,False
1769,0,False,False
1770,0,False,False
1771,0,False,False
1772,0,False,False
1773,0,False,False
1774,0,False,False
1775,0,False,False
1776,0,False,False
1777,0,False,False
1778,0,False,False
1779,0,False,False
1780,0,False,False
1781,0,False,False
1782,0,False,False
1783,0,False,False
1784,0,False,False
1785,0,False,False
1786,0,False,False
1787,0,False,False
1788,0,False,False
1789,0,False,False
1790,0,False,False
1791,0,False,False
1792,0,False,False
1793,0,False,False
1794,0,False,False
1795,0,False,False
1796,0,False,False
1797,0,False,False
1798,0,False,False
1799,0,False,False
1800,0,False,False
1801,0,False,False
1802,0,False,False
1803,0,False,False
1804,0,False,False
1805,0,False,False
1806,0,False,False
1807,0,False,False
1808,0,False,False
1809,0,False,False
1810,0,False,False
1811,0,False,False
1812,0,False,False
1813,0,False,False
1814,0,False,False
1815,0,False,False
1816,0,False,False
1817,0,False,False
1818,0,False,False
1819,0,False,False
1820,0,False,False
1821,0,False,False
1822,0,False,False
1823,0,False,False
1824,0,False,False
1825,0,False,False
1826,0,False,False
1827,0,False,False
1828,0,False,False
1829,0,False,False
1830,0,False,False
1831,0,False,False
1832,0,False,False
1833,0,False,False
1834,0,False,False
1835,0,False,False
1836,0,False,False
1837,0,False,False
1838,0,False,False
1839,0,False,False
1840,0,False,False
1841,0,False,False
1842,0,False,False
1843,0,False,False
1844,0,False,False
1845,0,False,False
1846,0,False,False
1847,0,False,False
1848,0,False,False
